NCTId,gpt4o_zs_gen_scores,gpt4o_ts_gen_scores,llama3_70b_it_zs_gen_scores,llama3_70b_it_ts_gen_scores
NCT03011567,"{""precision"": 0.23076923076923078, ""recall"": 0.42857142857142855, ""f1"": 0.3}","{""precision"": 0.38461538461538464, ""recall"": 0.7142857142857143, ""f1"": 0.5}","{""precision"": 0.23529411764705882, ""recall"": 0.5714285714285714, ""f1"": 0.3333333333333333}","{""precision"": 0.2222222222222222, ""recall"": 0.2857142857142857, ""f1"": 0.25}"
NCT03013543,"{""precision"": 0.13636363636363635, ""recall"": 0.5, ""f1"": 0.21428571428571427}","{""precision"": 0.7142857142857143, ""recall"": 0.9090909090909091, ""f1"": 0.8}","{""precision"": 0.2857142857142857, ""recall"": 1.0, ""f1"": 0.4444444444444445}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}"
NCT03014479,"{""precision"": 0.3, ""recall"": 0.2727272727272727, ""f1"": 0.28571428571428564}","{""precision"": 0.6, ""recall"": 0.2727272727272727, ""f1"": 0.37499999999999994}","{""precision"": 0.5384615384615384, ""recall"": 0.3181818181818182, ""f1"": 0.39999999999999997}","{""precision"": 0.7777777777777778, ""recall"": 0.3181818181818182, ""f1"": 0.45161290322580644}"
NCT03018080,"{""precision"": 0.16129032258064516, ""recall"": 0.45454545454545453, ""f1"": 0.23809523809523805}","{""precision"": 0.23076923076923078, ""recall"": 0.5454545454545454, ""f1"": 0.3243243243243243}","{""precision"": 0.22727272727272727, ""recall"": 0.45454545454545453, ""f1"": 0.30303030303030304}","{""precision"": 0.18181818181818182, ""recall"": 0.5454545454545454, ""f1"": 0.2727272727272727}"
NCT03018938,"{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}"
NCT03020225,"{""precision"": 0.14285714285714285, ""recall"": 0.16666666666666666, ""f1"": 0.15384615384615383}","{""precision"": 0.16666666666666666, ""recall"": 0.16666666666666666, ""f1"": 0.16666666666666666}","{""precision"": 0.1111111111111111, ""recall"": 0.08333333333333333, ""f1"": 0.09523809523809525}","{""precision"": 0.125, ""recall"": 0.08333333333333333, ""f1"": 0.1}"
NCT03023046,"{""precision"": 0.17647058823529413, ""recall"": 0.42857142857142855, ""f1"": 0.25}","{""precision"": 0.3076923076923077, ""recall"": 0.5, ""f1"": 0.380952380952381}","{""precision"": 0.35714285714285715, ""recall"": 0.7142857142857143, ""f1"": 0.4761904761904762}","{""precision"": 0.35714285714285715, ""recall"": 0.7142857142857143, ""f1"": 0.4761904761904762}"
NCT03025880,"{""precision"": 0.1111111111111111, ""recall"": 0.45454545454545453, ""f1"": 0.17857142857142855}","{""precision"": 0.25, ""recall"": 0.5454545454545454, ""f1"": 0.34285714285714286}","{""precision"": 0.20833333333333334, ""recall"": 0.45454545454545453, ""f1"": 0.28571428571428575}","{""precision"": 0.1724137931034483, ""recall"": 0.45454545454545453, ""f1"": 0.25000000000000006}"
NCT03028948,"{""precision"": 0.5555555555555556, ""recall"": 0.45454545454545453, ""f1"": 0.5}","{""precision"": 0.625, ""recall"": 0.45454545454545453, ""f1"": 0.5263157894736842}","{""precision"": 0.47368421052631576, ""recall"": 0.8181818181818182, ""f1"": 0.6}","{""precision"": 0.5, ""recall"": 0.45454545454545453, ""f1"": 0.47619047619047616}"
NCT03036150,"{""precision"": 0.3333333333333333, ""recall"": 0.36363636363636365, ""f1"": 0.34782608695652173}","{""precision"": 0.45454545454545453, ""recall"": 0.45454545454545453, ""f1"": 0.45454545454545453}","{""precision"": 0.375, ""recall"": 0.5454545454545454, ""f1"": 0.4444444444444444}","{""precision"": 0.5, ""recall"": 0.5454545454545454, ""f1"": 0.5217391304347826}"
NCT03036839,"{""precision"": 0.26666666666666666, ""recall"": 0.4, ""f1"": 0.32}","{""precision"": 0.4, ""recall"": 0.4, ""f1"": 0.4000000000000001}","{""precision"": 0.23529411764705882, ""recall"": 0.4, ""f1"": 0.29629629629629634}","{""precision"": 0.3076923076923077, ""recall"": 0.4, ""f1"": 0.34782608695652173}"
NCT03036852,"{""precision"": 0.2, ""recall"": 0.42857142857142855, ""f1"": 0.27272727272727276}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}","{""precision"": 0.25, ""recall"": 0.7142857142857143, ""f1"": 0.37037037037037035}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}"
NCT03038620,"{""precision"": 0.35, ""recall"": 0.28, ""f1"": 0.3111111111111111}","{""precision"": 0.5833333333333334, ""recall"": 0.28, ""f1"": 0.3783783783783784}","{""precision"": 0.7333333333333333, ""recall"": 0.44, ""f1"": 0.5499999999999999}","{""precision"": 0.5454545454545454, ""recall"": 0.24, ""f1"": 0.3333333333333333}"
NCT03045341,"{""precision"": 0.2631578947368421, ""recall"": 0.8333333333333334, ""f1"": 0.39999999999999997}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}","{""precision"": 0.29411764705882354, ""recall"": 0.8333333333333334, ""f1"": 0.4347826086956522}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT03047980,"{""precision"": 0.07407407407407407, ""recall"": 0.3333333333333333, ""f1"": 0.12121212121212122}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT03052257,"{""precision"": 0.42857142857142855, ""recall"": 0.8571428571428571, ""f1"": 0.5714285714285714}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}","{""precision"": 0.4, ""recall"": 0.8571428571428571, ""f1"": 0.5454545454545455}","{""precision"": 0.4444444444444444, ""recall"": 0.5714285714285714, ""f1"": 0.5}"
NCT03057366,"{""precision"": 0.35294117647058826, ""recall"": 0.6666666666666666, ""f1"": 0.46153846153846156}","{""precision"": 0.3333333333333333, ""recall"": 0.4444444444444444, ""f1"": 0.380952380952381}","{""precision"": 0.45454545454545453, ""recall"": 0.5555555555555556, ""f1"": 0.5}","{""precision"": 0.4444444444444444, ""recall"": 0.4444444444444444, ""f1"": 0.4444444444444444}"
NCT03066830,"{""precision"": 0.3157894736842105, ""recall"": 1.0, ""f1"": 0.4799999999999999}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}","{""precision"": 0.3, ""recall"": 1.0, ""f1"": 0.4615384615384615}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT03070483,"{""precision"": 0.2, ""recall"": 0.3333333333333333, ""f1"": 0.25}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}"
NCT03071263,"{""precision"": 0.2631578947368421, ""recall"": 0.5555555555555556, ""f1"": 0.35714285714285715}","{""precision"": 0.5833333333333334, ""recall"": 0.7777777777777778, ""f1"": 0.6666666666666666}","{""precision"": 0.5333333333333333, ""recall"": 0.8888888888888888, ""f1"": 0.6666666666666667}","{""precision"": 0.5, ""recall"": 0.5555555555555556, ""f1"": 0.5263157894736842}"
NCT03075085,"{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}"
NCT03077204,"{""precision"": 0.15789473684210525, ""recall"": 0.5, ""f1"": 0.23999999999999996}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.16666666666666666, ""recall"": 0.3333333333333333, ""f1"": 0.2222222222222222}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}"
NCT03083808,"{""precision"": 0.3, ""recall"": 0.6666666666666666, ""f1"": 0.41379310344827586}","{""precision"": 0.5384615384615384, ""recall"": 0.7777777777777778, ""f1"": 0.6363636363636364}","{""precision"": 0.5384615384615384, ""recall"": 0.7777777777777778, ""f1"": 0.6363636363636364}","{""precision"": 0.5, ""recall"": 0.8888888888888888, ""f1"": 0.64}"
NCT03085238,"{""precision"": 0.35294117647058826, ""recall"": 0.42857142857142855, ""f1"": 0.3870967741935484}","{""precision"": 0.42857142857142855, ""recall"": 0.42857142857142855, ""f1"": 0.42857142857142855}","{""precision"": 0.2857142857142857, ""recall"": 0.2857142857142857, ""f1"": 0.2857142857142857}","{""precision"": 0.6, ""recall"": 0.42857142857142855, ""f1"": 0.5}"
NCT03092479,"{""precision"": 0.4, ""recall"": 0.5454545454545454, ""f1"": 0.4615384615384615}","{""precision"": 0.6, ""recall"": 0.5454545454545454, ""f1"": 0.5714285714285713}","{""precision"": 0.4, ""recall"": 0.5, ""f1"": 0.4444444444444445}","{""precision"": 0.6666666666666666, ""recall"": 0.5454545454545454, ""f1"": 0.6}"
NCT03096873,"{""precision"": 1.0, ""recall"": 0.5217391304347826, ""f1"": 0.6857142857142856}","{""precision"": 0.9285714285714286, ""recall"": 0.5652173913043478, ""f1"": 0.7027027027027025}","{""precision"": 0.8571428571428571, ""recall"": 0.5217391304347826, ""f1"": 0.6486486486486486}","{""precision"": 0.9090909090909091, ""recall"": 0.43478260869565216, ""f1"": 0.5882352941176471}"
NCT03100968,"{""precision"": 0.25, ""recall"": 0.5714285714285714, ""f1"": 0.34782608695652173}","{""precision"": 0.1111111111111111, ""recall"": 0.14285714285714285, ""f1"": 0.125}","{""precision"": 0.3, ""recall"": 0.42857142857142855, ""f1"": 0.3529411764705882}","{""precision"": 0.25, ""recall"": 0.2857142857142857, ""f1"": 0.26666666666666666}"
NCT03101514,"{""precision"": 0.2, ""recall"": 0.42857142857142855, ""f1"": 0.27272727272727276}","{""precision"": 0.25, ""recall"": 0.5714285714285714, ""f1"": 0.34782608695652173}","{""precision"": 0.15789473684210525, ""recall"": 0.42857142857142855, ""f1"": 0.23076923076923078}","{""precision"": 0.2, ""recall"": 0.42857142857142855, ""f1"": 0.27272727272727276}"
NCT03101930,"{""precision"": 0.2857142857142857, ""recall"": 0.75, ""f1"": 0.4137931034482759}","{""precision"": 0.23076923076923078, ""recall"": 0.375, ""f1"": 0.2857142857142857}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.26666666666666666, ""recall"": 0.5, ""f1"": 0.3478260869565218}"
NCT03104205,"{""precision"": 0.11764705882352941, ""recall"": 0.3333333333333333, ""f1"": 0.1739130434782609}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.19047619047619047, ""recall"": 0.6666666666666666, ""f1"": 0.2962962962962963}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}"
NCT03104543,"{""precision"": 0.15, ""recall"": 0.5, ""f1"": 0.23076923076923075}","{""precision"": 0.23076923076923078, ""recall"": 0.5, ""f1"": 0.3157894736842105}","{""precision"": 0.26666666666666666, ""recall"": 0.5714285714285714, ""f1"": 0.36363636363636365}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}"
NCT03104738,"{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}"
NCT03107208,"{""precision"": 0.13333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.19047619047619044}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.29411764705882354, ""recall"": 0.8333333333333334, ""f1"": 0.4347826086956522}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}"
NCT03109262,"{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}","{""precision"": 0.13333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.19047619047619044}","{""precision"": 0.2, ""recall"": 0.3333333333333333, ""f1"": 0.25}"
NCT03113955,"{""precision"": 0.3076923076923077, ""recall"": 0.5, ""f1"": 0.380952380952381}","{""precision"": 0.5, ""recall"": 0.75, ""f1"": 0.6}","{""precision"": 0.4, ""recall"": 0.5, ""f1"": 0.4444444444444445}","{""precision"": 0.6, ""recall"": 0.75, ""f1"": 0.6666666666666665}"
NCT03115112,"{""precision"": 0.17391304347826086, ""recall"": 0.4444444444444444, ""f1"": 0.25}","{""precision"": 0.4166666666666667, ""recall"": 0.5555555555555556, ""f1"": 0.4761904761904762}","{""precision"": 0.2222222222222222, ""recall"": 0.4444444444444444, ""f1"": 0.2962962962962963}","{""precision"": 0.38461538461538464, ""recall"": 0.5555555555555556, ""f1"": 0.4545454545454546}"
NCT03125629,"{""precision"": 0.09090909090909091, ""recall"": 0.16666666666666666, ""f1"": 0.11764705882352942}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}","{""precision"": 0.16666666666666666, ""recall"": 0.3333333333333333, ""f1"": 0.2222222222222222}","{""precision"": 0.2857142857142857, ""recall"": 0.3333333333333333, ""f1"": 0.30769230769230765}"
NCT03126786,"{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}","{""precision"": 0.3076923076923077, ""recall"": 0.5714285714285714, ""f1"": 0.4}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}"
NCT03127852,"{""precision"": 0.3333333333333333, ""recall"": 0.19047619047619047, ""f1"": 0.24242424242424246}","{""precision"": 0.3333333333333333, ""recall"": 0.23809523809523808, ""f1"": 0.2777777777777778}","{""precision"": 0.2631578947368421, ""recall"": 0.21739130434782608, ""f1"": 0.23809523809523808}","{""precision"": 0.2777777777777778, ""recall"": 0.23809523809523808, ""f1"": 0.25641025641025644}"
NCT03130257,"{""precision"": 0.3125, ""recall"": 0.625, ""f1"": 0.4166666666666667}","{""precision"": 0.45454545454545453, ""recall"": 0.625, ""f1"": 0.5263157894736842}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.5, ""recall"": 0.625, ""f1"": 0.5555555555555556}"
NCT03136055,"{""precision"": 0.05555555555555555, ""recall"": 0.3333333333333333, ""f1"": 0.09523809523809525}","{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.21052631578947367, ""recall"": 0.6666666666666666, ""f1"": 0.32}"
NCT03141905,"{""precision"": 0.25, ""recall"": 0.8333333333333334, ""f1"": 0.3846153846153846}","{""precision"": 0.38461538461538464, ""recall"": 0.8333333333333334, ""f1"": 0.5263157894736842}","{""precision"": 0.38461538461538464, ""recall"": 0.8333333333333334, ""f1"": 0.5263157894736842}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}"
NCT03144635,"{""precision"": 0.3333333333333333, ""recall"": 0.35714285714285715, ""f1"": 0.3448275862068965}","{""precision"": 0.6363636363636364, ""recall"": 0.5, ""f1"": 0.56}","{""precision"": 0.42857142857142855, ""recall"": 0.42857142857142855, ""f1"": 0.42857142857142855}","{""precision"": 0.4375, ""recall"": 0.5, ""f1"": 0.4666666666666667}"
NCT03148691,"{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT03149055,"{""precision"": 0.7, ""recall"": 0.5833333333333334, ""f1"": 0.6363636363636365}","{""precision"": 0.6363636363636364, ""recall"": 0.6363636363636364, ""f1"": 0.6363636363636364}","{""precision"": 0.6666666666666666, ""recall"": 0.5454545454545454, ""f1"": 0.6}","{""precision"": 0.5454545454545454, ""recall"": 0.5454545454545454, ""f1"": 0.5454545454545454}"
NCT03149328,"{""precision"": 0.4, ""recall"": 0.8571428571428571, ""f1"": 0.5454545454545455}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}","{""precision"": 0.375, ""recall"": 0.8571428571428571, ""f1"": 0.5217391304347825}","{""precision"": 0.3, ""recall"": 0.42857142857142855, ""f1"": 0.3529411764705882}"
NCT03151005,"{""precision"": 0.14285714285714285, ""recall"": 0.3333333333333333, ""f1"": 0.2}","{""precision"": 0.15384615384615385, ""recall"": 0.3333333333333333, ""f1"": 0.21052631578947367}","{""precision"": 0.13333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.19047619047619044}","{""precision"": 0.09090909090909091, ""recall"": 0.3333333333333333, ""f1"": 0.14285714285714288}"
NCT03152591,"{""precision"": 0.16666666666666666, ""recall"": 0.5714285714285714, ""f1"": 0.25806451612903225}","{""precision"": 0.21739130434782608, ""recall"": 0.7142857142857143, ""f1"": 0.3333333333333333}","{""precision"": 0.23076923076923078, ""recall"": 0.375, ""f1"": 0.2857142857142857}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}"
NCT03158051,"{""precision"": 0.6666666666666666, ""recall"": 0.5714285714285714, ""f1"": 0.6153846153846153}","{""precision"": 0.6428571428571429, ""recall"": 0.42857142857142855, ""f1"": 0.5142857142857143}","{""precision"": 0.5238095238095238, ""recall"": 0.5238095238095238, ""f1"": 0.5238095238095238}","{""precision"": 0.9090909090909091, ""recall"": 0.47619047619047616, ""f1"": 0.6249999999999999}"
NCT03158805,"{""precision"": 0.15, ""recall"": 0.5, ""f1"": 0.23076923076923075}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}","{""precision"": 0.15789473684210525, ""recall"": 0.5, ""f1"": 0.23999999999999996}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}"
NCT03163992,"{""precision"": 0.15, ""recall"": 0.5, ""f1"": 0.23076923076923075}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.23529411764705882, ""recall"": 0.6666666666666666, ""f1"": 0.3478260869565218}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}"
NCT03164538,"{""precision"": 0.4, ""recall"": 0.24, ""f1"": 0.3}","{""precision"": 0.5, ""recall"": 0.2, ""f1"": 0.28571428571428575}","{""precision"": 0.4117647058823529, ""recall"": 0.2916666666666667, ""f1"": 0.34146341463414637}","{""precision"": 0.6666666666666666, ""recall"": 0.32, ""f1"": 0.43243243243243246}"
NCT03165994,"{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.3125, ""recall"": 0.8333333333333334, ""f1"": 0.45454545454545453}"
NCT03166124,"{""precision"": 0.1111111111111111, ""recall"": 0.3333333333333333, ""f1"": 0.16666666666666666}","{""precision"": 0.375, ""recall"": 0.5, ""f1"": 0.42857142857142855}","{""precision"": 0.2857142857142857, ""recall"": 0.3333333333333333, ""f1"": 0.30769230769230765}","{""precision"": 0.2, ""recall"": 0.3333333333333333, ""f1"": 0.25}"
NCT03170882,"{""precision"": 0.13636363636363635, ""recall"": 0.375, ""f1"": 0.19999999999999998}","{""precision"": 0.1875, ""recall"": 0.375, ""f1"": 0.25}","{""precision"": 0.23076923076923078, ""recall"": 0.375, ""f1"": 0.2857142857142857}","{""precision"": 0.21052631578947367, ""recall"": 0.5, ""f1"": 0.2962962962962963}"
NCT03176472,"{""precision"": 0.16, ""recall"": 0.6666666666666666, ""f1"": 0.25806451612903225}","{""precision"": 0.2222222222222222, ""recall"": 0.6666666666666666, ""f1"": 0.3333333333333333}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}"
NCT03179410,"{""precision"": 0.21739130434782608, ""recall"": 0.8333333333333334, ""f1"": 0.3448275862068966}","{""precision"": 0.22727272727272727, ""recall"": 0.8333333333333334, ""f1"": 0.35714285714285715}","{""precision"": 0.2, ""recall"": 0.8333333333333334, ""f1"": 0.3225806451612903}","{""precision"": 0.19230769230769232, ""recall"": 0.8333333333333334, ""f1"": 0.3125}"
NCT03180294,"{""precision"": 0.3181818181818182, ""recall"": 0.7777777777777778, ""f1"": 0.45161290322580644}","{""precision"": 0.21739130434782608, ""recall"": 0.5555555555555556, ""f1"": 0.3125}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.3125, ""recall"": 0.5555555555555556, ""f1"": 0.39999999999999997}"
NCT03180619,"{""precision"": 0.32142857142857145, ""recall"": 0.5294117647058824, ""f1"": 0.39999999999999997}","{""precision"": 0.5333333333333333, ""recall"": 0.47058823529411764, ""f1"": 0.5}","{""precision"": 0.34782608695652173, ""recall"": 0.47058823529411764, ""f1"": 0.39999999999999997}","{""precision"": 0.45, ""recall"": 0.5294117647058824, ""f1"": 0.48648648648648646}"
NCT03182582,"{""precision"": 0.2, ""recall"": 0.42857142857142855, ""f1"": 0.27272727272727276}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}","{""precision"": 0.13333333333333333, ""recall"": 0.2857142857142857, ""f1"": 0.18181818181818182}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}"
NCT03185455,"{""precision"": 0.6428571428571429, ""recall"": 0.34615384615384615, ""f1"": 0.45}","{""precision"": 0.5, ""recall"": 0.2222222222222222, ""f1"": 0.30769230769230765}","{""precision"": 0.6111111111111112, ""recall"": 0.4230769230769231, ""f1"": 0.5}","{""precision"": 0.7, ""recall"": 0.25925925925925924, ""f1"": 0.37837837837837834}"
NCT03187418,"{""precision"": 0.3333333333333333, ""recall"": 0.8333333333333334, ""f1"": 0.47619047619047616}","{""precision"": 0.6, ""recall"": 1.0, ""f1"": 0.7499999999999999}","{""precision"": 0.35714285714285715, ""recall"": 0.8333333333333334, ""f1"": 0.5}","{""precision"": 0.5555555555555556, ""recall"": 0.8333333333333334, ""f1"": 0.6666666666666667}"
NCT03187678,"{""precision"": 0.35714285714285715, ""recall"": 0.5555555555555556, ""f1"": 0.43478260869565216}","{""precision"": 0.5833333333333334, ""recall"": 0.7777777777777778, ""f1"": 0.6666666666666666}","{""precision"": 0.4117647058823529, ""recall"": 0.7777777777777778, ""f1"": 0.5384615384615384}","{""precision"": 0.6363636363636364, ""recall"": 0.7777777777777778, ""f1"": 0.7000000000000001}"
NCT03189446,"{""precision"": 0.047619047619047616, ""recall"": 0.16666666666666666, ""f1"": 0.07407407407407407}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.05263157894736842, ""recall"": 0.16666666666666666, ""f1"": 0.08}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT03195140,"{""precision"": 0.4666666666666667, ""recall"": 0.6363636363636364, ""f1"": 0.5384615384615385}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.18181818181818182, ""recall"": 0.3333333333333333, ""f1"": 0.23529411764705885}","{""precision"": 0.2222222222222222, ""recall"": 0.3333333333333333, ""f1"": 0.26666666666666666}"
NCT03196076,"{""precision"": 0.15, ""recall"": 0.5, ""f1"": 0.23076923076923075}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT03196791,"{""precision"": 0.23529411764705882, ""recall"": 0.5714285714285714, ""f1"": 0.3333333333333333}","{""precision"": 0.35714285714285715, ""recall"": 0.7142857142857143, ""f1"": 0.4761904761904762}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}","{""precision"": 0.5, ""recall"": 0.5714285714285714, ""f1"": 0.5333333333333333}"
NCT03197038,"{""precision"": 0.04878048780487805, ""recall"": 0.3333333333333333, ""f1"": 0.0851063829787234}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}"
NCT03199638,"{""precision"": 0.5555555555555556, ""recall"": 0.45454545454545453, ""f1"": 0.5}","{""precision"": 0.6, ""recall"": 0.5454545454545454, ""f1"": 0.5714285714285713}","{""precision"": 0.5454545454545454, ""recall"": 0.5454545454545454, ""f1"": 0.5454545454545454}","{""precision"": 0.6666666666666666, ""recall"": 0.5454545454545454, ""f1"": 0.6}"
NCT03200366,"{""precision"": 0.7333333333333333, ""recall"": 0.3793103448275862, ""f1"": 0.5}","{""precision"": 0.7, ""recall"": 0.2413793103448276, ""f1"": 0.358974358974359}","{""precision"": 0.7142857142857143, ""recall"": 0.3225806451612903, ""f1"": 0.4444444444444444}","{""precision"": 0.4, ""recall"": 0.13793103448275862, ""f1"": 0.20512820512820515}"
NCT03203694,"{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.23076923076923078, ""recall"": 0.5, ""f1"": 0.3157894736842105}","{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}"
NCT03206073,"{""precision"": 0.0425531914893617, ""recall"": 0.3333333333333333, ""f1"": 0.07547169811320754}","{""precision"": 0.21052631578947367, ""recall"": 0.6666666666666666, ""f1"": 0.32}","{""precision"": 0.09523809523809523, ""recall"": 0.3333333333333333, ""f1"": 0.14814814814814814}","{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}"
NCT03208192,"{""precision"": 0.5454545454545454, ""recall"": 0.6666666666666666, ""f1"": 0.6}","{""precision"": 0.5, ""recall"": 0.5555555555555556, ""f1"": 0.5263157894736842}","{""precision"": 0.45454545454545453, ""recall"": 0.5555555555555556, ""f1"": 0.5}","{""precision"": 0.5454545454545454, ""recall"": 0.6666666666666666, ""f1"": 0.6}"
