NCTId,gpt4o_zs_gen_scores,gpt4o_ts_gen_scores,llama3_70b_it_zs_gen_scores,llama3_70b_it_ts_gen_scores
NCT03416127,"{""precision"": 0.42857142857142855, ""recall"": 0.21428571428571427, ""f1"": 0.2857142857142857}","{""precision"": 0.8181818181818182, ""recall"": 0.32142857142857145, ""f1"": 0.46153846153846156}","{""precision"": 0.46153846153846156, ""recall"": 0.21428571428571427, ""f1"": 0.2926829268292683}","{""precision"": 0.8888888888888888, ""recall"": 0.2857142857142857, ""f1"": 0.43243243243243246}"
NCT03424044,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.06666666666666667, ""recall"": 0.16666666666666666, ""f1"": 0.09523809523809522}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}"
NCT03426787,"{""precision"": 0.058823529411764705, ""recall"": 0.16666666666666666, ""f1"": 0.08695652173913045}","{""precision"": 0.2222222222222222, ""recall"": 0.3333333333333333, ""f1"": 0.26666666666666666}","{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.2222222222222222, ""recall"": 0.3333333333333333, ""f1"": 0.26666666666666666}"
NCT03438383,"{""precision"": 0.21428571428571427, ""recall"": 0.2727272727272727, ""f1"": 0.23999999999999996}","{""precision"": 0.4, ""recall"": 0.36363636363636365, ""f1"": 0.380952380952381}","{""precision"": 0.36363636363636365, ""recall"": 0.36363636363636365, ""f1"": 0.36363636363636365}","{""precision"": 0.35714285714285715, ""recall"": 0.45454545454545453, ""f1"": 0.4}"
NCT03439189,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.16666666666666666, ""recall"": 0.42857142857142855, ""f1"": 0.24}","{""precision"": 0.1, ""recall"": 0.2857142857142857, ""f1"": 0.14814814814814817}","{""precision"": 0.13636363636363635, ""recall"": 0.42857142857142855, ""f1"": 0.20689655172413793}"
NCT03439462,"{""precision"": 0.030303030303030304, ""recall"": 0.16666666666666666, ""f1"": 0.05128205128205128}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.08333333333333333, ""recall"": 0.16666666666666666, ""f1"": 0.1111111111111111}","{""precision"": 0.12, ""recall"": 0.5, ""f1"": 0.1935483870967742}"
NCT03440814,"{""precision"": 0.1, ""recall"": 0.16666666666666666, ""f1"": 0.125}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.1, ""recall"": 0.16666666666666666, ""f1"": 0.125}","{""precision"": 0.375, ""recall"": 0.5, ""f1"": 0.42857142857142855}"
NCT03445065,"{""precision"": 0.10344827586206896, ""recall"": 0.5, ""f1"": 0.17142857142857143}","{""precision"": 0.45454545454545453, ""recall"": 0.8333333333333334, ""f1"": 0.5882352941176471}","{""precision"": 0.15384615384615385, ""recall"": 0.3333333333333333, ""f1"": 0.21052631578947367}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT03452033,"{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.1111111111111111, ""recall"": 0.3333333333333333, ""f1"": 0.16666666666666666}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT03454529,"{""precision"": 0.2, ""recall"": 0.625, ""f1"": 0.30303030303030304}","{""precision"": 0.3333333333333333, ""recall"": 0.75, ""f1"": 0.46153846153846156}","{""precision"": 0.1875, ""recall"": 0.375, ""f1"": 0.25}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}"
NCT03461003,"{""precision"": 0.06666666666666667, ""recall"": 0.07142857142857142, ""f1"": 0.0689655172413793}","{""precision"": 0.3333333333333333, ""recall"": 0.2857142857142857, ""f1"": 0.30769230769230765}","{""precision"": 0.16666666666666666, ""recall"": 0.14285714285714285, ""f1"": 0.15384615384615383}","{""precision"": 0.45454545454545453, ""recall"": 0.35714285714285715, ""f1"": 0.4}"
NCT03463265,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.05555555555555555, ""recall"": 0.16666666666666666, ""f1"": 0.08333333333333333}","{""precision"": 0.23076923076923078, ""recall"": 0.5, ""f1"": 0.3157894736842105}"
NCT03463941,"{""precision"": 0.08333333333333333, ""recall"": 0.1111111111111111, ""f1"": 0.09523809523809525}","{""precision"": 0.5555555555555556, ""recall"": 0.5555555555555556, ""f1"": 0.5555555555555556}","{""precision"": 0.07692307692307693, ""recall"": 0.1111111111111111, ""f1"": 0.09090909090909093}","{""precision"": 0.45454545454545453, ""recall"": 0.5555555555555556, ""f1"": 0.5}"
NCT03475992,"{""precision"": 0.05263157894736842, ""recall"": 0.16666666666666666, ""f1"": 0.08}","{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}","{""precision"": 0.058823529411764705, ""recall"": 0.16666666666666666, ""f1"": 0.08695652173913045}","{""precision"": 0.23076923076923078, ""recall"": 0.5, ""f1"": 0.3157894736842105}"
NCT03479697,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.058823529411764705, ""recall"": 0.16666666666666666, ""f1"": 0.08695652173913045}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}"
NCT03484429,"{""precision"": 0.06666666666666667, ""recall"": 0.125, ""f1"": 0.08695652173913045}","{""precision"": 0.21428571428571427, ""recall"": 0.375, ""f1"": 0.2727272727272727}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.2727272727272727, ""recall"": 0.375, ""f1"": 0.3157894736842105}"
NCT03485950,"{""precision"": 0.1111111111111111, ""recall"": 0.16666666666666666, ""f1"": 0.13333333333333333}","{""precision"": 0.5454545454545454, ""recall"": 0.5, ""f1"": 0.5217391304347826}","{""precision"": 0.125, ""recall"": 0.16666666666666666, ""f1"": 0.14285714285714288}","{""precision"": 0.3333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.3333333333333333}"
NCT03486223,"{""precision"": 0.08823529411764706, ""recall"": 0.3, ""f1"": 0.13636363636363635}","{""precision"": 0.2857142857142857, ""recall"": 0.4, ""f1"": 0.3333333333333333}","{""precision"": 0.08695652173913043, ""recall"": 0.2, ""f1"": 0.12121212121212122}","{""precision"": 0.5714285714285714, ""recall"": 0.8, ""f1"": 0.6666666666666666}"
NCT03490734,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.15384615384615385, ""recall"": 0.3333333333333333, ""f1"": 0.21052631578947367}","{""precision"": 0.5, ""recall"": 0.6666666666666666, ""f1"": 0.5714285714285715}"
NCT03495102,"{""precision"": 0.13333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.19047619047619044}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.15384615384615385, ""recall"": 0.3333333333333333, ""f1"": 0.21052631578947367}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}"
NCT03495908,"{""precision"": 0.04, ""recall"": 0.14285714285714285, ""f1"": 0.0625}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}"
NCT03497429,"{""precision"": 0.05405405405405406, ""recall"": 0.15384615384615385, ""f1"": 0.08}","{""precision"": 0.14285714285714285, ""recall"": 0.23076923076923078, ""f1"": 0.17647058823529413}","{""precision"": 0.0625, ""recall"": 0.07692307692307693, ""f1"": 0.06896551724137931}","{""precision"": 0.25, ""recall"": 0.3076923076923077, ""f1"": 0.27586206896551724}"
NCT03497689,"{""precision"": 0.037037037037037035, ""recall"": 0.16666666666666666, ""f1"": 0.06060606060606061}","{""precision"": 0.1, ""recall"": 0.3333333333333333, ""f1"": 0.15384615384615383}","{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.07407407407407407, ""recall"": 0.3333333333333333, ""f1"": 0.12121212121212122}"
NCT03502148,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.07692307692307693, ""recall"": 0.16666666666666666, ""f1"": 0.10526315789473684}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}"
NCT03506724,"{""precision"": 0.17647058823529413, ""recall"": 0.23076923076923078, ""f1"": 0.20000000000000004}","{""precision"": 0.4166666666666667, ""recall"": 0.38461538461538464, ""f1"": 0.4}","{""precision"": 0.2, ""recall"": 0.23076923076923078, ""f1"": 0.21428571428571427}","{""precision"": 0.4166666666666667, ""recall"": 0.38461538461538464, ""f1"": 0.4}"
NCT03514420,"{""precision"": 0.2, ""recall"": 0.09523809523809523, ""f1"": 0.12903225806451613}","{""precision"": 0.3, ""recall"": 0.14285714285714285, ""f1"": 0.19354838709677416}","{""precision"": 0.16666666666666666, ""recall"": 0.09523809523809523, ""f1"": 0.12121212121212123}","{""precision"": 0.3, ""recall"": 0.14285714285714285, ""f1"": 0.19354838709677416}"
NCT03514641,"{""precision"": 0.21052631578947367, ""recall"": 0.36363636363636365, ""f1"": 0.26666666666666666}","{""precision"": 0.3333333333333333, ""recall"": 0.36363636363636365, ""f1"": 0.34782608695652173}","{""precision"": 0.375, ""recall"": 0.5454545454545454, ""f1"": 0.4444444444444444}","{""precision"": 0.4166666666666667, ""recall"": 0.45454545454545453, ""f1"": 0.43478260869565216}"
NCT03515681,"{""precision"": 0.2222222222222222, ""recall"": 0.3333333333333333, ""f1"": 0.26666666666666666}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}","{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}"
NCT03516812,"{""precision"": 0.043478260869565216, ""recall"": 0.14285714285714285, ""f1"": 0.06666666666666667}","{""precision"": 0.25, ""recall"": 0.5714285714285714, ""f1"": 0.34782608695652173}","{""precision"": 0.058823529411764705, ""recall"": 0.14285714285714285, ""f1"": 0.08333333333333333}","{""precision"": 0.29411764705882354, ""recall"": 0.7142857142857143, ""f1"": 0.4166666666666667}"
NCT03520920,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.2222222222222222, ""recall"": 0.5, ""f1"": 0.30769230769230765}","{""precision"": 0.25, ""recall"": 0.375, ""f1"": 0.3}","{""precision"": 0.29411764705882354, ""recall"": 0.625, ""f1"": 0.4}"
NCT03532490,"{""precision"": 0.21739130434782608, ""recall"": 0.25, ""f1"": 0.23255813953488372}","{""precision"": 0.5454545454545454, ""recall"": 0.3, ""f1"": 0.3870967741935483}","{""precision"": 0.13043478260869565, ""recall"": 0.15, ""f1"": 0.13953488372093023}","{""precision"": 0.46153846153846156, ""recall"": 0.3, ""f1"": 0.3636363636363637}"
NCT03534427,"{""precision"": 0.75, ""recall"": 0.75, ""f1"": 0.75}","{""precision"": 0.9230769230769231, ""recall"": 0.75, ""f1"": 0.8275862068965517}","{""precision"": 0.5333333333333333, ""recall"": 0.5, ""f1"": 0.5161290322580646}","{""precision"": 0.8333333333333334, ""recall"": 0.625, ""f1"": 0.7142857142857143}"
NCT03541174,"{""precision"": 0.058823529411764705, ""recall"": 0.16666666666666666, ""f1"": 0.08695652173913045}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.14285714285714285, ""recall"": 0.3333333333333333, ""f1"": 0.2}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT03542682,"{""precision"": 0.125, ""recall"": 0.16666666666666666, ""f1"": 0.14285714285714288}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}","{""precision"": 0.18181818181818182, ""recall"": 0.3333333333333333, ""f1"": 0.23529411764705885}","{""precision"": 0.375, ""recall"": 0.5, ""f1"": 0.42857142857142855}"
NCT03544307,"{""precision"": 0.6, ""recall"": 0.5, ""f1"": 0.5454545454545454}","{""precision"": 0.75, ""recall"": 0.75, ""f1"": 0.75}","{""precision"": 0.2727272727272727, ""recall"": 0.25, ""f1"": 0.2608695652173913}","{""precision"": 0.6666666666666666, ""recall"": 0.5, ""f1"": 0.5714285714285715}"
NCT03546270,"{""precision"": 0.4, ""recall"": 0.4444444444444444, ""f1"": 0.4210526315789474}","{""precision"": 0.45454545454545453, ""recall"": 0.5555555555555556, ""f1"": 0.5}","{""precision"": 0.25, ""recall"": 0.3333333333333333, ""f1"": 0.28571428571428575}","{""precision"": 0.4, ""recall"": 0.4444444444444444, ""f1"": 0.4210526315789474}"
NCT03549104,"{""precision"": 0.1, ""recall"": 0.14285714285714285, ""f1"": 0.11764705882352941}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}","{""precision"": 0.09090909090909091, ""recall"": 0.14285714285714285, ""f1"": 0.1111111111111111}","{""precision"": 0.3333333333333333, ""recall"": 0.42857142857142855, ""f1"": 0.375}"
NCT03552523,"{""precision"": 0.043478260869565216, ""recall"": 0.16666666666666666, ""f1"": 0.06896551724137931}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.05555555555555555, ""recall"": 0.16666666666666666, ""f1"": 0.08333333333333333}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}"
NCT03556761,"{""precision"": 0.07142857142857142, ""recall"": 0.16666666666666666, ""f1"": 0.1}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}","{""precision"": 0.13333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.19047619047619044}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}"
NCT03557658,"{""precision"": 0.11538461538461539, ""recall"": 0.42857142857142855, ""f1"": 0.18181818181818182}","{""precision"": 0.26666666666666666, ""recall"": 0.5714285714285714, ""f1"": 0.36363636363636365}","{""precision"": 0.16666666666666666, ""recall"": 0.42857142857142855, ""f1"": 0.24}","{""precision"": 0.2727272727272727, ""recall"": 0.42857142857142855, ""f1"": 0.33333333333333326}"
NCT03561597,"{""precision"": 0.3, ""recall"": 0.46153846153846156, ""f1"": 0.3636363636363637}","{""precision"": 0.5, ""recall"": 0.6153846153846154, ""f1"": 0.5517241379310345}","{""precision"": 0.3, ""recall"": 0.46153846153846156, ""f1"": 0.3636363636363637}","{""precision"": 0.6153846153846154, ""recall"": 0.6153846153846154, ""f1"": 0.6153846153846154}"
NCT03563027,"{""precision"": 0.0625, ""recall"": 0.125, ""f1"": 0.08333333333333333}","{""precision"": 0.5, ""recall"": 0.5, ""f1"": 0.5}","{""precision"": 0.07142857142857142, ""recall"": 0.125, ""f1"": 0.09090909090909091}","{""precision"": 0.4, ""recall"": 0.5, ""f1"": 0.4444444444444445}"
NCT03565666,"{""precision"": 0.05, ""recall"": 0.16666666666666666, ""f1"": 0.07692307692307691}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}","{""precision"": 0.07142857142857142, ""recall"": 0.16666666666666666, ""f1"": 0.1}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT03571048,"{""precision"": 0.047619047619047616, ""recall"": 0.16666666666666666, ""f1"": 0.07407407407407407}","{""precision"": 0.15384615384615385, ""recall"": 0.3333333333333333, ""f1"": 0.21052631578947367}","{""precision"": 0.05, ""recall"": 0.16666666666666666, ""f1"": 0.07692307692307691}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}"
NCT03572218,"{""precision"": 0.18518518518518517, ""recall"": 0.23809523809523808, ""f1"": 0.20833333333333334}","{""precision"": 0.6666666666666666, ""recall"": 0.38095238095238093, ""f1"": 0.4848484848484849}","{""precision"": 0.22727272727272727, ""recall"": 0.23809523809523808, ""f1"": 0.23255813953488372}","{""precision"": 0.35, ""recall"": 0.3333333333333333, ""f1"": 0.3414634146341463}"
NCT03574441,"{""precision"": 0.09090909090909091, ""recall"": 0.16666666666666666, ""f1"": 0.11764705882352942}","{""precision"": 0.2222222222222222, ""recall"": 0.3333333333333333, ""f1"": 0.26666666666666666}","{""precision"": 0.08333333333333333, ""recall"": 0.16666666666666666, ""f1"": 0.1111111111111111}","{""precision"": 0.2, ""recall"": 0.3333333333333333, ""f1"": 0.25}"
NCT03577990,"{""precision"": 0.2857142857142857, ""recall"": 0.46153846153846156, ""f1"": 0.35294117647058826}","{""precision"": 0.5, ""recall"": 0.46153846153846156, ""f1"": 0.48000000000000004}","{""precision"": 0.47058823529411764, ""recall"": 0.6153846153846154, ""f1"": 0.5333333333333333}","{""precision"": 0.5, ""recall"": 0.46153846153846156, ""f1"": 0.48000000000000004}"
NCT03579693,"{""precision"": 0.08, ""recall"": 0.2857142857142857, ""f1"": 0.125}","{""precision"": 0.19047619047619047, ""recall"": 0.5714285714285714, ""f1"": 0.2857142857142857}","{""precision"": 0.11764705882352941, ""recall"": 0.2857142857142857, ""f1"": 0.16666666666666666}","{""precision"": 0.4166666666666667, ""recall"": 0.7142857142857143, ""f1"": 0.5263157894736842}"
NCT03595332,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}"
NCT03595384,"{""precision"": 0.125, ""recall"": 0.14285714285714285, ""f1"": 0.13333333333333333}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}","{""precision"": 0.08333333333333333, ""recall"": 0.14285714285714285, ""f1"": 0.10526315789473685}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}"
NCT03604172,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}","{""precision"": 0.06666666666666667, ""recall"": 0.14285714285714285, ""f1"": 0.09090909090909091}","{""precision"": 0.4444444444444444, ""recall"": 0.5714285714285714, ""f1"": 0.5}"
NCT03620890,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.2727272727272727, ""recall"": 0.16666666666666666, ""f1"": 0.20689655172413793}","{""precision"": 0.13333333333333333, ""recall"": 0.1111111111111111, ""f1"": 0.1212121212121212}","{""precision"": 0.2222222222222222, ""recall"": 0.1111111111111111, ""f1"": 0.14814814814814814}"
NCT03641716,"{""precision"": 0.07142857142857142, ""recall"": 0.1111111111111111, ""f1"": 0.08695652173913043}","{""precision"": 0.5555555555555556, ""recall"": 0.5555555555555556, ""f1"": 0.5555555555555556}","{""precision"": 0.125, ""recall"": 0.2222222222222222, ""f1"": 0.16}","{""precision"": 0.2727272727272727, ""recall"": 0.3333333333333333, ""f1"": 0.3}"
NCT03646162,"{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.07692307692307693, ""recall"": 0.16666666666666666, ""f1"": 0.10526315789473684}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}"
NCT03649711,"{""precision"": 0.125, ""recall"": 0.2857142857142857, ""f1"": 0.17391304347826086}","{""precision"": 0.5, ""recall"": 0.5714285714285714, ""f1"": 0.5333333333333333}","{""precision"": 0.4, ""recall"": 0.42857142857142855, ""f1"": 0.4137931034482759}","{""precision"": 0.5714285714285714, ""recall"": 0.5714285714285714, ""f1"": 0.5714285714285714}"
NCT03650088,"{""precision"": 0.15789473684210525, ""recall"": 0.3, ""f1"": 0.20689655172413793}","{""precision"": 0.5, ""recall"": 0.5, ""f1"": 0.5}","{""precision"": 0.125, ""recall"": 0.2, ""f1"": 0.15384615384615385}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}"
NCT03651622,"{""precision"": 0.29411764705882354, ""recall"": 0.5, ""f1"": 0.37037037037037035}","{""precision"": 0.5, ""recall"": 0.6, ""f1"": 0.5454545454545454}","{""precision"": 0.26666666666666666, ""recall"": 0.4, ""f1"": 0.32}","{""precision"": 0.7, ""recall"": 0.7, ""f1"": 0.7}"
NCT03653091,"{""precision"": 0.06060606060606061, ""recall"": 0.18181818181818182, ""f1"": 0.09090909090909091}","{""precision"": 0.3125, ""recall"": 0.45454545454545453, ""f1"": 0.3703703703703703}","{""precision"": 0.06896551724137931, ""recall"": 0.18181818181818182, ""f1"": 0.1}","{""precision"": 0.2631578947368421, ""recall"": 0.45454545454545453, ""f1"": 0.3333333333333333}"
NCT03657797,"{""precision"": 0.13333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.19047619047619044}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.16666666666666666, ""recall"": 0.3333333333333333, ""f1"": 0.2222222222222222}","{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}"
NCT03664726,"{""precision"": 0.09523809523809523, ""recall"": 0.2222222222222222, ""f1"": 0.13333333333333333}","{""precision"": 0.3076923076923077, ""recall"": 0.4444444444444444, ""f1"": 0.3636363636363637}","{""precision"": 0.1111111111111111, ""recall"": 0.2222222222222222, ""f1"": 0.14814814814814814}","{""precision"": 0.3076923076923077, ""recall"": 0.4444444444444444, ""f1"": 0.3636363636363637}"
NCT03668808,"{""precision"": 0.058823529411764705, ""recall"": 0.14285714285714285, ""f1"": 0.08333333333333333}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}","{""precision"": 0.15384615384615385, ""recall"": 0.2857142857142857, ""f1"": 0.2}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}"
NCT03670602,"{""precision"": 0.2631578947368421, ""recall"": 0.45454545454545453, ""f1"": 0.3333333333333333}","{""precision"": 0.4166666666666667, ""recall"": 0.45454545454545453, ""f1"": 0.43478260869565216}","{""precision"": 0.26666666666666666, ""recall"": 0.36363636363636365, ""f1"": 0.30769230769230765}","{""precision"": 0.45454545454545453, ""recall"": 0.45454545454545453, ""f1"": 0.45454545454545453}"
NCT03672227,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.06666666666666667, ""recall"": 0.16666666666666666, ""f1"": 0.09523809523809522}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}"
NCT03674112,"{""precision"": 0.16, ""recall"": 0.4, ""f1"": 0.22857142857142856}","{""precision"": 0.38461538461538464, ""recall"": 0.5, ""f1"": 0.4347826086956522}","{""precision"": 0.3076923076923077, ""recall"": 0.4, ""f1"": 0.34782608695652173}","{""precision"": 0.42857142857142855, ""recall"": 0.6, ""f1"": 0.5}"
NCT03675360,"{""precision"": 0.2, ""recall"": 0.375, ""f1"": 0.26086956521739135}","{""precision"": 0.35714285714285715, ""recall"": 0.625, ""f1"": 0.45454545454545453}","{""precision"": 0.1875, ""recall"": 0.375, ""f1"": 0.25}","{""precision"": 0.38461538461538464, ""recall"": 0.625, ""f1"": 0.4761904761904762}"
NCT03676465,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.23076923076923078, ""recall"": 0.42857142857142855, ""f1"": 0.3}","{""precision"": 0.07692307692307693, ""recall"": 0.14285714285714285, ""f1"": 0.1}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}"
NCT03679117,"{""precision"": 0.14285714285714285, ""recall"": 0.14285714285714285, ""f1"": 0.14285714285714285}","{""precision"": 0.4444444444444444, ""recall"": 0.5714285714285714, ""f1"": 0.5}","{""precision"": 0.06666666666666667, ""recall"": 0.14285714285714285, ""f1"": 0.09090909090909091}","{""precision"": 0.4444444444444444, ""recall"": 0.5714285714285714, ""f1"": 0.5}"
NCT03686150,"{""precision"": 0.17647058823529413, ""recall"": 0.3333333333333333, ""f1"": 0.23076923076923078}","{""precision"": 0.4, ""recall"": 0.4444444444444444, ""f1"": 0.4210526315789474}","{""precision"": 0.16666666666666666, ""recall"": 0.2222222222222222, ""f1"": 0.1904761904761905}","{""precision"": 0.4, ""recall"": 0.4444444444444444, ""f1"": 0.4210526315789474}"
NCT03688555,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.09523809523809523, ""recall"": 0.3333333333333333, ""f1"": 0.14814814814814814}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}"
NCT03688919,"{""precision"": 0.3076923076923077, ""recall"": 0.26666666666666666, ""f1"": 0.28571428571428575}","{""precision"": 0.2727272727272727, ""recall"": 0.2, ""f1"": 0.23076923076923075}","{""precision"": 0.2, ""recall"": 0.2, ""f1"": 0.20000000000000004}","{""precision"": 0.6363636363636364, ""recall"": 0.4666666666666667, ""f1"": 0.5384615384615385}"
NCT03689530,"{""precision"": 0.1111111111111111, ""recall"": 0.15384615384615385, ""f1"": 0.12903225806451615}","{""precision"": 0.8, ""recall"": 0.6153846153846154, ""f1"": 0.6956521739130435}","{""precision"": 0.42857142857142855, ""recall"": 0.46153846153846156, ""f1"": 0.4444444444444445}","{""precision"": 0.5454545454545454, ""recall"": 0.46153846153846156, ""f1"": 0.4999999999999999}"
NCT03691831,"{""precision"": 0.11538461538461539, ""recall"": 0.23076923076923078, ""f1"": 0.15384615384615388}","{""precision"": 0.5, ""recall"": 0.46153846153846156, ""f1"": 0.48000000000000004}","{""precision"": 0.23076923076923078, ""recall"": 0.23076923076923078, ""f1"": 0.23076923076923078}","{""precision"": 0.75, ""recall"": 0.46153846153846156, ""f1"": 0.5714285714285714}"
NCT03692208,"{""precision"": 0.06666666666666667, ""recall"": 0.14285714285714285, ""f1"": 0.09090909090909091}","{""precision"": 0.3076923076923077, ""recall"": 0.5714285714285714, ""f1"": 0.4}","{""precision"": 0.07692307692307693, ""recall"": 0.14285714285714285, ""f1"": 0.1}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}"
NCT03697811,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.07142857142857142, ""recall"": 0.16666666666666666, ""f1"": 0.1}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}"
